Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88
KD_REP1_T1_1 - nextera_transposase_sequence	0.0	0.0	0.00018529395960221093	0.00018529395960221093	0.00018529395960221093	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0016676456364198983	0.0018529395960221093	0.0020382335556243204	0.002223527515226531	0.0035205852324420076	0.014545575828773558	0.04363672748632068	0.08208522410377944	0.1288719489033377	0.18149543343036562	0.2361571515130178	0.30073209643438836	0.3796673232249302	0.4670334251773727	0.5559745257864339	0.6464906250521139	0.6706714867802024	0.6708567807398047	0.6709494277196058	0.6709494277196058	0.671134721679208	0.6713200156388102	0.6713200156388102	0.6715053095984124	0.6716906035580146	0.6718758975176168	0.672061191477219	0.672061191477219	0.672061191477219	0.6725244263762246	0.6726170733560257	0.6729876612752301	0.6730803082550312	0.6731729552348323	0.6731729552348323
KD_REP2_T0_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.003590535348820509	0.003590535348820509	0.003590535348820509	0.003590535348820509	0.003590535348820509	0.003590535348820509	0.003590535348820509	0.003590535348820509	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.007181070697641018	0.010771606046461527	0.010771606046461527	0.010771606046461527	0.010771606046461527	0.010771606046461527	0.014362141395282036	0.017952676744102544	0.017952676744102544	0.021543212092923054	0.025133747441743563	0.028724282790564073	0.03231481813938458	0.03590535348820509	0.03590535348820509	0.03770062116261534	0.043086424185846114	0.05206276255789738	0.06642490395317942	0.07001543930199992	0.08078704534846146	0.09335391906933324	0.10053498976697425	0.11130659581343579	0.1184876665110768	0.1184876665110768	0.12387346953430757
KD_REP2_T1_1 - nextera_transposase_sequence	0.0	0.0	0.00018524796366175945	0.00018524796366175945	0.00018524796366175945	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.0014819837092940756	0.001667231672955835	0.002037727600279354	0.0023155995457719934	0.0035197113095734294	0.015468204965756913	0.04520050313346931	0.08475094337525495	0.1309703103088639	0.18321023606148007	0.23730264145071386	0.30112056493218997	0.38207392505237886	0.4669174924094647	0.551390563839227	0.6410505782515186	0.663836077781915	0.6640213257455767	0.6641139497274077	0.6642991976910694	0.6644844456547312	0.6648549415820546	0.6648549415820546	0.6650401895457163	0.6652254375093781	0.6654106854730399	0.6657811814003635	0.6657811814003635	0.6657811814003635	0.6662443013095178	0.6663369252913487	0.6665221732550105	0.6666147972368414	0.6667074212186722	0.6667074212186722
WT_REP1_T0_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005974143905178388	0.0011948287810356775	0.0011948287810356775	0.0011948287810356775	0.0011948287810356775	0.0011948287810356775	0.0011948287810356775	0.0017922431715535164	0.002987071952589194	0.0041819007336248715	0.005974143905178388	0.007766387076731904	0.008363801467249743	0.008363801467249743	0.008363801467249743	0.011948287810356777	0.015532774153463809	0.016727602934499486	0.021506918058642195	0.022701746839677874	0.02449399001123139	0.028078476354338425	0.03465003465003465	0.052572466365569816	0.06033885344230172	0.06093626783281956	0.07826128515783688	0.09439147370181852	0.10514493273113963	0.1123139054173537	0.12246995005615695	0.13979496738117428
WT_REP1_T0_2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0011948287810356775	0.003584486343107033	0.003584486343107033	0.00477931512414271	0.005376729514660549	0.007168972686214066	0.00896121585776758	0.00955863024828542	0.00955863024828542	0.00955863024828542	0.01015604463880326	0.010753459029321098	0.011948287810356777	0.011948287810356777	0.011948287810356777	0.011948287810356777	0.013143116591392454	0.013143116591392454	0.013740530981910293	0.014337945372428131	0.014935359762945969	0.015532774153463809	0.015532774153463809	0.015532774153463809	0.015532774153463809	0.015532774153463809	0.015532774153463809	0.015532774153463809	0.016130188543981648	0.017922431715535165	0.019117260496570844	0.022104332449160033	0.023299161230195715	0.023896575620713553	0.02509140440174923	0.026286233182784904	0.031065548306927617	0.046000908069873586	0.0985733744354434	0.10454751834062179	0.14337945372428132	0.14576911128635267	0.1463665256768705	0.15054842641049537
WT_REP1_T1_1 - nextera_transposase_sequence	0.0	0.0	0.00016295934164425977	0.00016295934164425977	0.00016295934164425977	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0016295934164425976	0.0017925527580868574	0.0022814307830196366	0.0026888291371302856	0.003911024199462234	0.015481137456204677	0.046117493685325514	0.08506477633830359	0.1303674733154078	0.1810478285667726	0.23327629756375784	0.2978081968548847	0.3765990385398843	0.46247861158640924	0.5488470626578668	0.6396154159537195	0.6630000814796708	0.6631630408213152	0.6632445204921372	0.6634074798337815	0.6635704391754258	0.6638963578587143	0.6639778375295364	0.6642222765420027	0.6643852358836471	0.6645481952252913	0.6648741139085798	0.6648741139085798	0.6649555935794019	0.6654444716043347	0.6655259512751569	0.6661777886417339	0.6662592683125561	0.6663407479833782	0.6663407479833782
WT_REP2_T0_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.005416472576399346	0.005416472576399346	0.005416472576399346	0.005416472576399346	0.00595811983403928	0.006499767091679215	0.007583061606959084	0.007583061606959084	0.007583061606959084	0.007583061606959084	0.007583061606959084	0.008666356122238953	0.008666356122238953	0.008666356122238953	0.008666356122238953	0.008666356122238953	0.008666356122238953	0.009208003379878888	0.010291297895158757	0.01191623966807856	0.012457886925718495	0.013541181440998364	0.0157077704715581	0.018416006759757776	0.019499301275037646	0.020582595790317515	0.023290832078517187	0.028165657397276597	0.03195718820075614	0.03358212997367595	0.036290366261875616	0.03954024980771523	0.0422484860959149	0.04874825318759411	0.05903955108275287	0.0644560236591522	0.06987249623555156	0.07312237978139116	0.07962214687307038	0.09153838654114894	0.10291297895158757	0.11266262958910639	0.12728710554538464	0.1348701671523437
WT_REP2_T0_2 - nextera_transposase_sequence	0.0	0.0010832945152798692	0.0010832945152798692	0.0010832945152798692	0.0010832945152798692	0.0010832945152798692	0.004333178061119477	0.004333178061119477	0.006499767091679215	0.007041414349319149	0.008124708864599019	0.008666356122238953	0.009208003379878888	0.010291297895158757	0.010832945152798692	0.010832945152798692	0.010832945152798692	0.01191623966807856	0.013541181440998364	0.014082828698638299	0.014082828698638299	0.014624475956278233	0.018416006759757776	0.018416006759757776	0.019499301275037646	0.02112424304795745	0.02274918482087725	0.02383247933615712	0.027082362881996728	0.028165657397276597	0.028165657397276597	0.028707304654916534	0.029248951912556467	0.03195718820075614	0.03412377723131588	0.03683201351951555	0.03899860255007529	0.04008189706535516	0.04333178061119476	0.04766495867231424	0.04874825318759411	0.04928990044523404	0.05687296205219313	0.08395532493418986	0.08558026670710966	0.09966309540574797	0.10291297895158757	0.10291297895158757	0.10291297895158757
WT_REP2_T1_1 - nextera_transposase_sequence	0.0	0.0	0.00016295642056444844	0.00016295642056444844	0.00016295642056444844	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.0016295642056444845	0.001792520626208933	0.002281389887902278	0.0026887809393133996	0.003992432303828987	0.0158067727947515	0.046279623440303355	0.08555212079633544	0.13126139676466322	0.18308153850415781	0.23596089697732137	0.30024720488999623	0.37952550349460046	0.4658109281834759	0.551607483610658	0.642048297023927	0.6657584562160541	0.6659214126366186	0.6660028908469008	0.6661658472674653	0.6663288036880297	0.6666547165291586	0.6667361947394408	0.6668991511600053	0.6669806293702875	0.667143585790852	0.6673065422114164	0.6673065422114164	0.6673880204216986	0.667876889683392	0.6679583678936742	0.668610193575932	0.6686916717862141	0.6687731499964964	0.6687731499964964
